title,authors,year,venue,abstract,doi,url,source
Pros and cons of Blockchain-based approaches in Education,D. A. Hamdi; O. Alfandi,2021,2021 IEEE Global Engineering Education Conference (EDUCON),"Blockchain has improved rapidly due to its unique characteristics such as security, decentralization, reliability and data integrity. Blockchain technology is used in several areas, for instance, health, financial, and Education. This article is a systematic review and state of art. It concentrates on Blockchain technology usage in Education; it focuses on three main areas: 1. Educational applications based on Blockchain technology 2. Advantages of use Blockchain in Education among real case study 3. Drawbacks of implementing application based on Blockchain technology. Detailed analysis and discussion based on the results and findings are taken into consideration. Due to the Covid-19 pandemic in 2020, eLearning becomes vital for any educational institute in the world. Covid-19 consequences in the eLearning are discussed and analyzed in our study. In conclusion, we briefly describe our future work to present the new Blockchain model in Education.",10.1109/EDUCON46332.2021.9454118,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9454118,ieee
AALMOND: Decentralized Adaptive Access Control of Multiparty Data Sharing in Industrial Networks,R. Saha; G. Kumar; M. Conti; T. Devgun; J. J. P. C. Rodrigues,2024,IEEE Internet of Things Journal,"Access control (AC) is an important security parameter in industrial networks; a mismanaged AC system leads to security breaches. The existing security solutions significantly consider the AC methods in the Industrial Internet of Things (IIoT); however, falsified identity can bypass the secure AC system. Thus, a centralized AC method leads to risks for data security. We are the first to address the risk factors of granted access in an industrial environment and present a risk-adaptive AC framework for IIoT. Our proposed solution framework uses blockchain to provide secure decentralized AC in the industrial environment with privacy-preserved multiparty data sharing. We name our framework “adaptive AC for multiparty data computation in industrial decentralization (AALMOND).” AALMOND uses lightweight cryptographic operations to reduce the complexity of the execution and loosen up the tight bounds on resource-constrained industrial devices. Further, the risk-adaptive AC in AALMOND provides a better security analysis of the multiparty sharing data. Our framework uses role-based, attribute-based, and organization-based ACs to map the assets for risk calculation. We put all the required policies in a smart contract for the ease of multiparty data sharing to obtain a transparent AC execution more suitably. We also pioneer in the calculation of the risk adaptivity of AALMOND considering the National Institute of Standards and Technology recommendations of operation risk, security risk, and heuristic risk. We measure the performance of AALMOND with state-of-the-art frameworks based on throughput, latency, complexity analysis, and risk adaptivity factors. We find that AALMOND is efficient for IIoT as it shows 24% reduced latency and 20% better throughput as compared to the other existing models.",10.1109/JIOT.2024.3392933,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10508188,ieee
Optimizing Transparency and Accountability in Subsidized Fertilizer Budget Distribution and Reporting through Blockchain Technology,D. Nor’ainunnajah; J. P. Silitonga; M. Amalya Dewi,2025,"2025 International Conference on Informatics, Multimedia, Cyber and Information System (ICIMCIS)","The distribution of subsidized fertilizers in Indonesia continues to encounter persistent challenges, particularly related to inaccurate recipient data, limited transparency in budget allocation, and weak accountability in reporting mechanisms. These issues create inefficiencies, increase the risk of misuse, and undermine trust in subsidy management. This research addresses the problem by developing a blockchain-based system that emphasizes transparency, accountability, and integrity in public financial governance. Using the Design Science Research (DSR) methodology, the study identifies the shortcomings of the current system, formulates solution objectives, and designs a model utilizing smart contracts and subsidy tokenization mechanisms. The system was implemented and tested on the Ethereum Sepolia testnet, simulating end-to-end distribution from central government to farmers. Evaluation results demonstrate improvements in traceability, efficiency of reporting, and reduction of irregularities in subsidy distribution. Beyond technical benefits, the findings highlight the broader implications of blockchain adoption in enhancing transparency, strengthening accountability, and supporting governance transformation in public sector subsidy programs. The study demonstrates that blockchain functions not only as a digital infrastructure but as a strategic lever for innovation, enabling institutions to improve resource allocation, accelerate verification processes, and cultivate long-term trust in public financial governance.",10.1109/ICIMCIS68501.2025.11327152,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11327152,ieee
Mobility and Emerging Technologies,N. H. Tanner; J. T. Parker,2023,CASP+ CompTIA Advanced Security Practitioner Study Guide: Exam CAS-004,"Technology is advancing at a much faster pace, and attackers are learning to adapt quickly. There have also been big changes in that so many more of today's systems are connected to and rely on the Internet. This includes systems such as databases; artificial intelligence; supervisory control and data acquisition systems; water distribution systems; and other critical infrastructure. This chapter is all about analysis and impact. Before a security practitioner implement security controls, they must determine if they are the correct solution for their environment. They might be asked to do a cost‐benefit analysis or even evaluate the proposed solution as to its performance, latency, scalability, capability, usability, and maintainability while taking availability metrics into account. Enterprise security is already a challenge, but with the advent of mobile devices it has gotten a whole lot harder.",,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10334394.pdf&bkn=10322577&pdfType=chapter,ieee
Research on trusted traceability method of large-scale manufacturing industry based on blockchain,S. Liu; S. Xu; G. He; Y. Hu; M. Huang,2023,2023 5th International Conference on Industrial Artificial Intelligence (IAI),"With the development of large-scale manufacturing industry, product traceability and quality management become more and more important. This paper proposes a blockchain-based trusted traceability method, which aims to build a multi-party collaborative trusted traceability system and realize trusted traceability in large-scale manufacturing industries with complex identification systems and multi-source heterogeneous data. This paper first introduces the background of blockchain technology and industrial product traceability, and then proposes a multi-chain collaborative industrial product traceability architecture for managing traceability data of industrial products. Secondly, this paper proposes a method for industrial product traceability data management, including data uplink, storage, query and authorization. Furthermore, this paper proposes a traceability method for industrial product data, which displays product traceability information based on the DAG graph. This article also introduces typical application scenarios of industrial product traceability, including consumer complaints, regulatory acceptance and manufacturer recalls. Finally, this paper conducts performance verification experiments to verify the feasibility and effectiveness of the method proposed in this paper in large-scale industrial product traceability, and can meet the needs of high concurrency, multi-user and large-scale industrial product traceability.",10.1109/IAI59504.2023.10327526,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10327526,ieee
AFLChain: Blockchain-enabled Asynchronous Federated Learning in Edge Computing Network,X. Huang; X. Deng; Q. Chen; J. Zhang,2023,2023 IEEE 97th Vehicular Technology Conference (VTC2023-Spring),"Edge computing network (ECN), which could process learning tasks at the edge, is considered as a potential solution to release the burden of the cloud. Meanwhile, to protect user privacy, federated learning (FL) is used in the ECN to establish models by multi-party collaborative learning on numbers of edge nodes (ENs). However, due to the frequent data interaction between the cloud server and distributed ENs, the reliability of data transmission and the privacy protection capability of the network cannot be guaranteed. In this paper, a distributed ECN is considered, to improve the learning efficiency in the multi-party FL while ensuring the reliability of ENs, a consortium blockchain enabled asynchronous federated learning (AFLChain) algorithm is proposed, which could dynamically allocate the learning tasks to ENs according to their computing capabilities. Moreover, an entropy weight-based reputation mechanism is introduced for the EN evaluation to further improve the performance of the AFLChain. Finally, the simulation results demonstrate the effectiveness of the proposed algorithms.",10.1109/VTC2023-Spring57618.2023.10199280,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10199280,ieee
A Blockchain-Powered E-Voting System That Preserves Privacy with Homomorphic Tallying and Zero-Trust Authentication,A. K. A. J; A. K. K; A. Sathiyaraj; M. G. L,2026,2026 Second International Conference on Multi-Agent Systems for Collaborative Intelligence (ICMSCI),"This paper introduces a Zero-Trust, provably secure electronic voting protocol that overcomes the long-standing trilemma of security, privacy, and end-toend verifiability by combining advanced cryptographic mechanisms with multimodal biometric authentication. Electronic voting promises improved accessibility and efficiency, yet traditional systems depend heavily on centralized trusted authorities, leaving them vulnerable to insider threats, coercion, and large-scale manipulation. To eliminate such vulnerabilities, the proposed framework employs deep-learning-based facial and fingerprint recognition with liveness detection to prevent identity spoofing at the edge. Voter privacy and coercion resistance are ensured through a Nullifiable Commitment Scheme integrated with Paillier Homomorphic Encryption, enabling vote tallying directly over encrypted ballots without exposing vote contents. Additionally, the system introduces a novel Homomorphic Encrypted Anomaly Detection (HE-AD) module capable of identifying malicious traffic patterns on ciphertext features with an accuracy of 98.2%, thereby enabling real-time threat monitoring without compromising confidentiality. All encrypted ballots, Zero-Knowledge Proofs (ZKPs), and audit logs are recorded on a permissioned blockchain to guarantee Verifiability of Cast as Intended and Recorded as Cast. Experimental results confirm that the system achieves an Equal Error Rate (EER) of 0.85% in biometric verification and maintains an average transaction latency below 2.5 seconds, demonstrating its feasibility for national-scale elections in high-assurance environments.",10.1109/ICMSCI67830.2026.11469753,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11469753,ieee
A Review on Enhancing Donor Engagement Through Blockchain-Based Charity Systems,N. Praveena; Y. M. Kumar; A. P. K. Reddy; N. P. Reddy; P. Prasanth,2025,2025 3rd International Conference on Inventive Computing and Informatics (ICICI),"Blockchain technology holds significant promise for transforming the charity donation ecosystem by enhancing transparency, trust, and operational efficiency. Through the use of decentralized, immutable ledgers, blockchain ensures that every transaction is securely recorded and traceable, reducing the risk of fraud and misuse of funds. By introducing smart contracts, donations can be automatically allocated to intended beneficiaries based on predefined conditions, eliminating the need for intermediaries and minimizing administrative costs. This realtime traceability not only boosts donor confidence but also ensures that charitable organizations are held accountable for the funds they receive. Moreover, blockchain enables global participation, allowing individuals from any part of the world to contribute securely and transparently. This paper explores the practical implementation of blockchain for charity donations using the Ethereum network and highlights its potential to bring lasting improvements to the sector. As this technology continues to evolve, it is poised to become a cornerstone in the future of charitable donations.",10.1109/ICICI65870.2025.11069527,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11069527,ieee
LOGI-CHAIN: Blockchain Based Transparent Logistics Management,S. K. A. P; K. Saravanan; M. T; N. K. K,2025,2025 International Conference on Next Generation of Green Information and Emerging Technologies (GIET),"The logistics industry faces increasing demands for secure, transparent, and efficient handling of shipment documents and compliance data across the globe. This work presents a blockchain-based architecture integrated with a decentralized private IPFS cluster storage system to ensure dynamic, privacy-preserved, tamper-proof document exchange and real time tracing of the related transactions across supply chain stakeholders. By leveraging Ethereum based smart contract, the system facilitates shipment validations, and delivery confirmations without intermediaries, while the AES encrypted documents are stored off-chain using IPFS to reduce blockchain bloat and enhance scalability. Users joining the platform automatically contribute to the storage network by hosting IPFS nodes, ensuring decentralized participation. The inclusion of end-to-end encryption using Elliptic Curve Diffie-Hellman (ECDH) strengthens data authenticity and confidentiality during transmission. The stakeholders are allowed to connect and disconnect from the network dynamically without any centralized authority in a plug and play fashion. The system ensures immutable recordkeeping, real-time access to critical data, and improved trust among entities such as shippers, carriers, customs, and financial institutions. This approach addresses key challenges such as data traceability, secure access, and compliance reporting, offering a robust, scalable, and future-ready solution for modern logistics and cross-border trade documentation. By uniting blockchain and decentralized storage, the architecture promotes operational resilience, auditability, and seamless collaboration across the global supply chain. The work is evaluated using Ethereum based Sepolia testnet to test its integrity and standard performance metrics which demonstrates the effectiveness of the implementation.",10.1109/GIET65294.2025.11234874,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11234874,ieee
Enhancing KYC Verification Efficiency with Ethereum Blockchain Optimization,A. Vineela; A. I. Alanssari; I. I. Dawood; A. Ali; K. Lohith; P. Nikhil; J. S. Chandana,2024,"2024 International Conference on Augmented Reality, Intelligent Systems, and Industrial Automation (ARIIA)","with the current advances in digitalization, people use their personal identity documents on a daily basis, which are shared with third parties without prior authorization and maintained in a number of random places. Government organizations, banks, credit agencies, and other financial institutions maintain such identity information in their databases. The presence of such sensitive information in several places increases the likelihood of vulnerability. For a long time, the financial industry has been looking for solution to such difficulties, and one feasible alternative is blockchain. Completing a single KYC verification process and storing it on the blockchain eliminates the frequent KYC checks that current banks must carry out. As immutability and inalterability are inherent features of blockchain, data queries cannot be modified fraudulently. Blockchain’s decentralized design enables the collection of data from different authoritative service providers into a single immutable, safe, and verified database. To enable quick and completely secure identity verification, the Blockchain KYC solution uses a public, secure digital ledger.",10.1109/ARIIA63345.2024.11051615,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11051615,ieee
A Federated Learning Framework for Proactive Congestion Management in Blockchain-Based P2P Energy Markets,V. Kumar; M. A. Niazi; Q. Sajid; M. A. Koondhar; Y. -S. Kim; M. Ammirrul Atiqi Mohd Zainuri; A. F. Alkoradees,2026,IEEE Access,"The rapid penetration of distributed energy resources (DERs) is transforming consumers into prosumers, enabling decentralized peer-to-peer (P2P) energy markets. However, a major obstacle to their practical use is making sure that trades based on economics don’t break the physical limits of the distribution grid. This paper presents an innovative, entirely decentralized, and contextually aware Federated P2P (FP2P) market framework to tackle this issue. The framework co-optimizes the well-being of all prosumers with the safety of the grid by putting a linearized ac power flow model directly into a blockchain-based market clearing system. The main new thing about it is a proactive congestion management system that uses a Federated Learning (FL) architecture that protects privacy. It uses a Graph Neural Network (GNN) to predict the likelihood of line congestion. This predicted risk is turned into a dynamic grid fee, which keeps the market from going to unsafe operating points. The proposed FP2P framework was rigorously validated through a high-fidelity co-simulation on a modified IEEE 37-bus test feeder using real-world prosumer, weather, and market data. Results demonstrate that our approach successfully eliminates grid congestion events, significantly increases total prosumer profit, and reduces peak substation load compared to centralized, unmanaged P2P, and rule-based control baselines. The complete, AI-driven solution this work provides that bridges the gap between market economics and grid physics will enable future decentralized energy markets to function in a safe, efficient, and scalable way.",10.1109/ACCESS.2026.3669942,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11420951,ieee
A Self-Sovereign Identity-Based Authentication and Reputation Protocol for IoV Applications,V. Emanuel Farias da Costa Borges; Á. Sobrinho; D. F. S. Santos; A. Perkusich,2025,IEEE Access,"The Internet of Vehicles (IoV) ecosystem faces significant security challenges in authentication and reputation management, especially in scenarios lacking cellular coverage. In such environments, the lack of real-time identity verification and trust assessment increases the risk of false alerts, message injection, and cooperative system failures, potentially leading to advanced driver assistance systems malfunctions or traffic accidents. While the Cellular Vehicle-to-Everything (C-V2X) architecture provides robust security features under coverage, it lacks standardized mechanisms for decentralized authentication and trust evaluation when connectivity is unavailable. This paper introduces RepuAuth-IoV, a novel self-sovereign identity-based protocol that integrates decentralized authentication with a distributed reputation system tailored for IoV applications. RepuAuth-IoV empowers vehicles to autonomously manage identities and reputations using verifiable credentials, eliminating dependence on centralized authorities. Key innovations include a lightweight proof of reputation mechanism based on multi-party computation, enabling vehicles to collaboratively assess trustworthiness using recent spatiotemporal data without compromising privacy. To validate the protocol’s correctness and resilience, we formally modeled its behavior using hierarchical coloured Petri nets and verified critical properties through temporal logic model checking. Results demonstrate RepuAuth-IoV’s effectiveness in ensuring secure and privacy-preserving C-V2X communications, even in disconnected or adversarial environments. Compared to blockchain-based solutions, our protocol achieves similar security goals with significantly lower computational and communication overhead, offering a scalable and practical solution for real-time trust management in heterogeneous IoV deployments.",10.1109/ACCESS.2025.3579929,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11036752,ieee
Paramart: Parallel Resource Allocation Based on Blockchain Sharding for Edge-Cloud Services,X. Ren; M. Xu; D. Niyato; J. Kang; C. Qiu; X. Wang,2024,IEEE Transactions on Services Computing,"Edge computing has evolved to enable mobile applications to run in an efficient and cost-effective manner at explosive-growing edge nodes. Under this paradigm, a new business resource trading market has emerged to provide edge-cloud services, offering a convenient way for mobile users to obtain resources from distributed computing power providers (CPPs). Blockchain, as a promising technology, provides a reliable platform for multi-party resource transactions (TXs), enabling secure and reliable computing services. Notably, the distributed CPPs not only offer mobile services but also act as blockchain nodes to maintain the stability of TXs. In this case, there exist certain bottlenecks in the blockchain-enabled edge-cloud resource market, such as limited scalability, inefficient resource allocation, and large system cost. In this article, assisted by the permissioned blockchain, we study the fundamental problem of resource allocation by minimizing the system cost to handle mobile services and blockchain TXs in parallel. We first partition the Practical Byzantine Fault Tolerant (PBFT) consensus by hierarchical sharding to improve the scalability and ensure the security of the blockchain system. Next, based on the optimal sharding strategies, we formulate the parallel resource allocation as a multi-scale Lyapunov optimization problem, and develop a dual-alternation actor-critic with an attention mechanism (DA3C) algorithm to solve it. We evaluate the performance of the Paramart using trace-driven experiments. Simulation results demonstrate the superiority of our proposed framework as compared with the benchmark algorithms.",10.1109/TSC.2024.3359608,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10416386,ieee
A Lightweight Few-Shot Learning-Based Traffic Classification System for Secure Internet of Vehicles,S. Datta; S. Namasudra; M. R. Reddy; A. K. Sangaiah; S. Kumari,2025,IEEE Transactions on Intelligent Transportation Systems,"The Internet of Vehicles (IoV), the latest generation of Vehicular Ad-hoc Networks (VANET) enables real-time, intelligent communication between vehicles and nearby transport infrastructures like roadside units, cloud servers, etc. It supports secure Vehicle-to-Vehicle (V2V), Vehicle-to-Infrastructure (V2I), and other communication forms, which are vital in intelligent transportation systems. However, the dependence on wireless channels introduces risks, such as Man-In-The-Middle (MITM) attacks, replay attacks, and impersonation attacks, that lead to potential data leakage. Furthermore, many existing schemes rely on a centralized Trusted Authority (TA) for mutual authentication, which creates scalability limitations and increases latency. To address these challenges, this paper proposes a privacy-preserving mutual authentication and key agreement protocol for IoV using blockchain and a multi-TA network, which enables decentralized V2V and V2I authentication. Additionally, a lightweight Few-Shot Learning (FSL)-based module is integrated at the Zone Manager (ZM) level to classify real-time traffic conditions based on limited labeled samples. This enhances traffic control without compromising security. The distributed ledger managed by multiple TAs ensures synchronized access to authenticated credentials, facilitating secure communication across different zones. The security and performance analyses demonstrate the proposed scheme’s security and efficiency over existing methods.",10.1109/TITS.2025.3596139,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11146479,ieee
A Blockchain-Based Secure Mutual Authentication System for E-Government Services,H. H. Al-Ameri; S. Ayvaz,2023,2023 3rd International Scientific Conference of Engineering Sciences (ISCES),"Throughout the last decade, the online e-governance platform's services have promoted engagement between individuals and institutions by completing different e-government transactions. To utilise the government platform's services, the user must first be granted access to the e-government, which is accomplished by two-factor authentication based on log-in and password through SMS or even three-factor authentication by adding smart cards. Due of the use of electronic government by the conventional techniques of the central server to transmit data, these services suffer from the issue of centralisation, which is represented by the danger of exposure to an attack that leads to a malfunction that may result in service disruption and closure. Moreover, these vulnerabilities exacerbated consumers' worries about their data's privacy and security. Blockchain technology protects and decentralises log-in information in our electronic authentication system. The evaluation demonstrated that blockchain-based authentication is feasible and manageable. By utilising blockchain technology, the proposed decentralised authentication model aims to create a secure architecture that fully protects the electronic governance platforms through the authorised access process of users, overcomes the problem of centralisation, and protects user log-in and credential information and data rights through the use of digital signatures, encryption, and hashing technologies. The results showed that the total time for the user account creation process took “0.8” seconds to generate the user's public and private keys, and less than “0.1” seconds to create the user certificate, and less than “0.1” second to create the user's transaction, while the total time for the user's access to e-government services took “0.1” second.",10.1109/ISCES58193.2023.10311497,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10311497,ieee
Blockchain-Assisted Trust and Transparency in Cross-Border Digital Asset Management System,W. A. Hasan; S. S. Hameed; A. I. Fattah; S. J. Mutlak; R. T. Shwayyea; A. J. Dakhil,2025,2025 3rd International Conference on Cyber Resilience (ICCR),"Blockchain-Assisted Trust and Transparency in Cross-Border Digital Asset Management Systems aims to apply blockchain technology in enhancing digital asset management by increasing integrity, traceability, and compliance across borders. The study explores how the decentralized and immutable nature of blockchains can address persistent issues in global asset transactions. Existing cross-border digital asset management systems encounter issues of trust, lack of interoperability, regulatory discrepancies, and inadequate transparency. These limitations hinder the immediacy of verification, increase susceptibility to fraud, and impede compliance across multiple jurisdictions. To fill these gaps, this study formulates a Blockchain-Enabled Federated Identity Management framework (B-EFIM). The methodology is characterized by the iterative design, development, and evaluation of a blockchain-based system integrating smart contracts adjustable to specific jurisdictions with a permissioned distributed ledger, empowering clear, secure, and verifiable transactions. The proposed approach enables real-time supervision of asset movements, validates automated compliance, and establishes trust through verifiable records that are accessible to all stakeholders, including regulators, financial institutions, and asset custodians. It enables seamless alignment with regulatory requirements while enhancing operational effectiveness. The B-EFIM framework significantly enhances the practitioner's ability to monitor asset tracing and compliance issues while deepening stakeholder confidence in cross-border transfers of digital assets, proving it to be an effective and scalable solution for international financial infrastructures.",10.1109/ICCR67387.2025.11292289,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11292289,ieee
Impact of Equivalence Assessment in the Education Sector using the XAI Model of Blockchain with ECTS,S. Krishnan; R. Surendran,2024,2024 3rd International Conference on Applied Artificial Intelligence and Computing (ICAAIC),"The procedure for obtaining an equivalency certificate for international educational recognition is typically complicated and opaque, and differs depending on the nation and system. To overcome these issues and empower students, this study suggests a revolutionary assessment tool that makes use of blockchain technology, chatbots, the European Credit Transfer and Accumulation System (ECTS), and Explainable Artificial Intelligence (XAI). Educational equivalency assessments frequently face difficulties and lack of openness in a variety of settings. The suggested solution uses blockchain for tamper-proof record keeping and secure data storage, based on the capabilities of each component. This improves the blockchain’s ability to securely store application data and evaluation results, fostering immutability and trust. Using the distributed ledger feature of blockchain promotes fairness in evaluations by preventing tampering and guaranteeing data integrity. The blockchain ensures data security and privacy by encrypting and storing data. Discuss how XAI might explain AI-driven equivalence choices, promoting fairness and trust, by reviewing pertinent material in each domain. Chatbots can improve accessibility by streamlining data collection and assisting students along the way. Transparency and efficiency are provided via ECTS computations that integrate XAI and chatbots. Emphasizing the availability of multilingual support for international students, we also address issues such as data privacy and system adaption. The study recommends further research to assess the multifaceted method in practical contexts and improve the technology for moral and efficient application. In the end, both students and institutions will benefit from this, as it can empower individuals and promote international mobility of degree equivalization.",10.1109/ICAAIC60222.2024.10575529,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10575529,ieee
Research on Lightweight Blockchain Technology Based on Edge Computing,M. Zhang; R. Cao; F. Duan; Y. Yang; Y. Lu; M. Zhang; X. Lu,2022,2022 7th IEEE International Conference on Data Science in Cyberspace (DSC),"With the continuous development of Internet of Things technology, It faces many security and trustworthiness issues. Blockchain technology has the characteristics of secure communication, tamper-proof, multi-party consensus and so on. Much research focused on the integration of blockchain and IoT. However, the traditional blockchain for IoT is based on cloud computing architecture, which has shortcomings such as prolonged communication time, slow blockchain processing speed, and difficulty in real-time uploading of massive IoT data to the blockchain. On the other hand, the traditional edge computing-based blockchain for IoT system only collects IoT data on the edge side, and the actual blockchain interaction work is still implemented in the cloud. This causes problems of data loss and high pressure on the central server. Against these problems, this paper proposes a lightweight and high-performance blockchain dedicated to IoT scenarios: Fast and Lightweight Blockchain for IoT. The proposed lightweight blockchain improves the speed of storage of IoT data. Experiments indicate the Transaction Per Second of FLBC-IoT far exceeds that of traditional blockchains such as Ethereum and Hyperledger Fabric. The proposed lightweight blockchain is suitable for IoT system based on edge computing.",10.1109/DSC55868.2022.00080,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9900136,ieee
Blockchain and Trust,M. Bursell,2022,Trust in Computer Systems and the Cloud,"Strong movement within computing is the use of blockchains. Cryptocurrencies provide examples of the original type of blockchain, sometimes referred to as public, permissionless, or unpermissioned blockchains. Blockchains are sometimes seen as solving new technical problems, but where they generally bring value is actually in providing new technical approaches to solve societal or institutional problems. The addition of the permissioned blockchain allows trustors to form transitive trust relationships to the trustees through the medium of the blockchain system, which is backed by distributed trust relationships from the multiple members of the system. There are many consensus mechanisms and associated algorithms, and the choice of which mechanism is adopted for a particular blockchain system is one of the blockchain's key characteristics. The fact that trust is required actually turns out to be an explicit point in one aspect of most permissionless blockchains: software implementations.",10.1002/9781119695158.ch6,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9821840.pdf&bkn=9820891&pdfType=chapter,ieee
Smart Healthcare in Improving the Quality of Life: Revolutionizing with Application of IoT and Block Chain Technology,L. Das; D. Singh; S. Vats; K. Taliyan; D. Bhargava; D. Bhatnagar,2024,"2024 International Conference on Communication, Computer Sciences and Engineering (IC3SE)","One of the many essential elements of life is one's health. Our healthcare systems has to possess to stay as secure as well as successful as it can be hoping for a healthier society. The establishment of sophisticated medical facilities which improve tracking of patients evaluation, and customized therapy has been brought feasible by the Internet Of Things(IoT), which is having an enormous impact upon the healthcare sector. In addition, healthcare facilities, pharmaceutical companies, diagnostic centres, and doctors might freely trade and maintain information and data about patients effectively with the use of blockchain-based technology. Blockchain-based tools are adequate to build confidence and recognized and access incorrect information provided by doctors. Blockchain innovations may therefor help with the privacy, efficiency, safety, and visibility of health related information trade in the medical sector. Through the help of such technology, hospitals can get precise as superior knowledge that will improve client analysis of data and help with the efficient handling of illness. Substantial studies and evaluations has been done to look into every potential as the use of blockchain technology possess to improve the current situation of the healthcare in general. The study seeks to provide an overview of the current state and advancement in the industries which promotes IoT- based healthcare systems. As a result, the study additionally explores into the possibilities of merging healthcare sensors, wearable gadgets, and various other modern medical tools that enable immediate time gathering of information. The article additionally dicusses the dangers and weakness that exist in that plag in IoT-based healthcare systems as well as its features, and also in addition to the results and remedies which currently exist to fix such issues and problems while safeguarding private information and data about patients. Lastly, this presents as well as examines and array for applications of blockchain technology over the healthcare organisations and institutions.",10.1109/IC3SE62002.2024.10593009,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10593009,ieee
Xdhds: Cross-Domain Healthcare Data Sharing Using Self-Soverign Id and Blockchain,D. Chainarong; K. Thirasak; T. Chuaphanngam; S. Fugkeaw,2025,2025 17th International Conference on Knowledge and Smart Technology (KST),"The exchange of Electronic Health Records (EHRs) among healthcare institutions is crucial for comprehensive patient care and medical research. However, current centralized systems struggle with data silos, interoperability issues, and trust deficits. This paper proposes Healthcare Decentralized Identity and Access Management (XDHDS), a blockchain-based model that enhances patient control over healthcare data. XDHDS leverages Self-Sovereign Identity (SSI) for digital identity management and integrates Ciphertext-Policy Attribute-Based Encryption (CP-ABE) for fine-grained access control, ensuring secure and private data sharing across regions. Key features include cross-domain authentication, authorization, and distributed proxy reencryption (PRE) for secure cross-regional EHR access. Experimental results demonstrate XDHDS 's scalability and efficiency in handling large datasets and re-encryption performance. Limitations related to resource constraints and the need for further cryptographic analysis are also discussed.",10.1109/KST65016.2025.11003309,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11003309,ieee
An SGX and Blockchain-Based System for Federated Learning in Classifying COVID-19 Images,S. Qin; X. Gu; X. Jun; H. Li; M. Huang; W. Dai,2023,"2023 IEEE Intl Conf on Parallel & Distributed Processing with Applications, Big Data & Cloud Computing, Sustainable Computing & Communications, Social Computing & Networking (ISPA/BDCloud/SocialCom/SustainCom)","Federated learning, an emerging distributed learning framework, has gained prominence recently. However, two challenges arise when applying federated learning to medical data. The first challenge stems from the inability of model-generating nodes to ensure computational fairness. The second challenge involves the potential leakage of private information through gradient differences. This paper introduces a federated learning system that leverages Software Guard Extensions (SGX) and blockchain technology to enhance the fairness and security of federated learning for analyzing chest imaging data. The modeling of imaging factors for chest radiography data can effectively regulate the data quality of semi-trusted nodes. A blockchain smart contract is employed for data quality-aware proof, and the quality-aware block undergoes a two-stage rewriting process across distinct nodes. A notary membership model achieves notarized cluster consensus for imaging informatics data. The multi-channel layer model quantifies the distribution of computational workload across participating nodes within the medical consortium. Upon successful verification of the enclave command in the aggregation cycle, traceable and packaged signatures are generated to support computational fairness. To ensure robust information security, SGX remote authentication is used between downstream and upstream nodes. The federated learning system, built upon SGX and blockchain, has been implemented using the Fabric federated chain platform. The ResNet model underwent training through cross-sectional federated learning to effectively classify novel coronavirus lung medical image data. Following this, multiple experimental control and security analyses were conducted, revealing that the time loss incurred due to crossing channels is approximately 21.31%, while the time overhead of SGX remains within 5.2%, as allowed by the number of nodes.",10.1109/ISPA-BDCloud-SocialCom-SustainCom59178.2023.00131,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10491759,ieee
